post_timestamp,post_title,post_content,Lap_Label,LapNumber
2024-05-19 22:06:06,아 스타트 사고 100퍼라매,레이스 끝났잖아,2,2.0
2024-05-19 22:06:11,rb나란히 왜저럼ㅋㅋ,,2,2.0
2024-05-19 22:06:24,아씨 이러면 그냥 1시간 반동안 기차놀이하다 끝나겠네,이게 첫랩사고가 안나냐;;,2,2.0
2024-05-19 22:06:26,오늘은 헐크랑 RB만 보면 되나,상위권에선 별일 없겠지?,2,2.0
2024-05-19 22:06:33,벌써 1초냐,자러가야하나,3,3.0
2024-05-19 22:06:42,노리스 생각보다 잘 비비네,,3,3.0
2024-05-19 22:06:45,알핀 패랩찍는걸 다보노,,3,3.0
2024-05-19 22:06:46,막스 크루징각이네 ㅋㅋㅋ,ㅋㅋㅋㅋ,3,3.0
2024-05-19 22:06:47,줄어든다 줄어든다,ㅇ,3,3.0
2024-05-19 22:06:47,르끌레르는 시발 나이스 네이쳐냐?,맨날 3등이노ㅋㅋㅋㅋㅋㅋㅋ,3,3.0
2024-05-19 22:06:49,다음주 특별 이벤트 예정,RB20 플로어 공개,3,3.0
2024-05-19 22:06:51,가슬리 저새끼 왜 소프트인데,??????,3,3.0
2024-05-19 22:06:53,레이스 끝났노 ㅋㅋ,"ㅋㅋ
- dc official App",3,3.0
2024-05-19 22:06:54,긍정) 1초 안벌어짐,ㅋㅋ,3,3.0
2024-05-19 22:06:59,유리스년아 몽골 잡아라,,3,3.0
2024-05-19 22:07:23,가슬리 알바오 따줘 제발,,3,3.0
2024-05-19 22:07:23,은근 하품 나오네..,- dc official App,3,3.0
2024-05-19 22:07:30,개좆핀 패스티스트 뭐냐,,3,3.0
2024-05-19 22:07:51,디택트존이 15 16 사이냐?,"맥라렌 안빠는데 시발 따라잡아라
- dc official App",4,4.0
2024-05-19 22:07:52,두랩 더 지난 순위가 최종순위임 ㅋㅋ,"ㅇㅇ
- dc official App",4,4.0
2024-05-19 22:07:58,딱 3랩봤는데 잠오네,,4,4.0
2024-05-19 22:07:54,왜 리더로 보여줌 인터벌로 보여주지,아,4,4.0
2024-05-19 22:08:06,알론소 왤캐 꼬라박냐,저번 그랑프리 한 중간쯤 하지 않았나,4,4.0
2024-05-19 22:08:14,맑고 3랩에 1초차면 걍 미리 막스는 빼주죠?,진짜 f1을 보여다오,4,4.0
2024-05-19 22:08:18,피아제 압박 ㄱ ㄱ,ㄱ ㄱ,4,4.0
2024-05-19 22:08:20,이제 진짜 믿을건 이거다,빨리 천조국표 데브리 만들어 줘!!!!!!,4,4.0
2024-05-19 22:08:24,피트 열리면 깨워,,4,4.0
2024-05-19 22:08:30,좆노잼 이몰라는 왜 계속 들어와있는건지,포르투갈 투스카니 두 빠졌는데 왜 얘는 버티규잇나,4,4.0
2024-05-19 22:08:36,알론소 왜저러노 ㅋㅋㅋㅋ,,4,4.0
2024-05-19 22:08:43,스카이스포츠로 보는데 좀 심심하네,브런들하고 크로프티 없으니 뭔가 맥빠진다,4,4.0
2024-05-19 22:08:51,노리스 벌어지네,- dc official App,4,4.0
2024-05-19 22:08:51,아무리 이몰라라도 그렇지 소프트끼고 윌을 못따?,좆슬리야,4,4.0
2024-05-19 22:08:53,막스 크루징 하겠네,아,4,4.0
2024-05-19 22:09:02,월드스타+사전트 제발,,4,4.0
2024-05-19 22:09:11,시발 몽골새끼 샌드배깅하네,"DRS 디텍션 지나면 0.9초 줬다가
DRS 디텍션 쯤에 1.1초 시발새끼",4,4.0
2024-05-19 22:09:11,슬슬 벌어지네 이제,,4,4.0
