LapNumber,Avg_LapStartTime_KST,Avg_LapFinishTime_KST,Num_Drivers
1.0,2024-03-03 00:03:59.911,2024-03-03 00:05:44.168,20
2.0,2024-03-03 00:05:44.168,2024-03-03 00:07:23.913,20
3.0,2024-03-03 00:07:23.913,2024-03-03 00:09:02.029,20
4.0,2024-03-03 00:09:02.029,2024-03-03 00:10:40.063,20
5.0,2024-03-03 00:10:40.063,2024-03-03 00:12:18.474,20
6.0,2024-03-03 00:12:18.474,2024-03-03 00:13:56.751,20
7.0,2024-03-03 00:13:56.751,2024-03-03 00:15:35.288,20
8.0,2024-03-03 00:15:35.288,2024-03-03 00:17:13.834,20
9.0,2024-03-03 00:17:13.834,2024-03-03 00:18:52.681,20
10.0,2024-03-03 00:18:52.681,2024-03-03 00:20:36.365,20
11.0,2024-03-03 00:20:36.365,2024-03-03 00:22:17.651,20
12.0,2024-03-03 00:22:17.651,2024-03-03 00:23:59.552,20
13.0,2024-03-03 00:23:59.552,2024-03-03 00:25:43.318,20
14.0,2024-03-03 00:25:43.318,2024-03-03 00:27:23.334,20
15.0,2024-03-03 00:27:23.334,2024-03-03 00:29:03.154,20
16.0,2024-03-03 00:29:03.154,2024-03-03 00:30:42.722,20
17.0,2024-03-03 00:30:42.722,2024-03-03 00:32:20.376,20
18.0,2024-03-03 00:32:20.376,2024-03-03 00:33:58.809,20
19.0,2024-03-03 00:33:58.809,2024-03-03 00:35:36.017,20
20.0,2024-03-03 00:35:36.017,2024-03-03 00:37:13.412,20
21.0,2024-03-03 00:37:13.412,2024-03-03 00:38:51.787,20
22.0,2024-03-03 00:38:51.787,2024-03-03 00:40:29.032,20
23.0,2024-03-03 00:40:29.032,2024-03-03 00:42:06.291,20
24.0,2024-03-03 00:42:06.291,2024-03-03 00:43:43.661,20
25.0,2024-03-03 00:43:43.661,2024-03-03 00:45:21.076,20
26.0,2024-03-03 00:45:21.076,2024-03-03 00:46:58.444,20
27.0,2024-03-03 00:46:58.444,2024-03-03 00:48:36.011,20
28.0,2024-03-03 00:48:36.011,2024-03-03 00:50:14.652,20
29.0,2024-03-03 00:50:14.652,2024-03-03 00:51:54.135,20
30.0,2024-03-03 00:51:54.135,2024-03-03 00:53:31.505,20
31.0,2024-03-03 00:53:31.505,2024-03-03 00:55:13.562,20
32.0,2024-03-03 00:55:13.562,2024-03-03 00:56:52.825,20
33.0,2024-03-03 00:56:52.825,2024-03-03 00:58:30.994,20
34.0,2024-03-03 00:58:30.994,2024-03-03 01:00:10.088,20
35.0,2024-03-03 01:00:10.088,2024-03-03 01:01:50.002,20
36.0,2024-03-03 01:01:50.002,2024-03-03 01:03:28.642,20
37.0,2024-03-03 01:03:28.642,2024-03-03 01:05:06.884,20
38.0,2024-03-03 01:05:06.884,2024-03-03 01:06:44.155,20
39.0,2024-03-03 01:06:44.155,2024-03-03 01:08:19.947,20
40.0,2024-03-03 01:08:19.947,2024-03-03 01:09:56.120,20
41.0,2024-03-03 01:09:56.120,2024-03-03 01:11:33.459,20
42.0,2024-03-03 01:11:33.459,2024-03-03 01:13:11.130,20
43.0,2024-03-03 01:13:11.130,2024-03-03 01:14:46.861,20
44.0,2024-03-03 01:14:46.861,2024-03-03 01:16:23.507,20
45.0,2024-03-03 01:16:23.507,2024-03-03 01:17:59.075,20
46.0,2024-03-03 01:17:59.075,2024-03-03 01:19:34.739,20
47.0,2024-03-03 01:19:34.739,2024-03-03 01:21:10.447,20
48.0,2024-03-03 01:21:10.447,2024-03-03 01:22:46.301,20
49.0,2024-03-03 01:22:46.301,2024-03-03 01:24:22.290,20
50.0,2024-03-03 01:24:22.290,2024-03-03 01:25:58.323,20
51.0,2024-03-03 01:25:58.323,2024-03-03 01:27:34.386,20
52.0,2024-03-03 01:27:34.386,2024-03-03 01:29:10.691,20
53.0,2024-03-03 01:29:10.691,2024-03-03 01:30:46.976,20
54.0,2024-03-03 01:30:46.976,2024-03-03 01:32:23.468,20
55.0,2024-03-03 01:32:23.468,2024-03-03 01:33:59.780,20
56.0,2024-03-03 01:33:53.151,2024-03-03 01:35:29.532,19
57.0,2024-03-03 01:34:54.644,2024-03-03 01:36:30.646,10
