Lap_Label,Comment_Count
Before Lap,22
1.0,28
2.0,91
3.0,67
4.0,85
5.0,45
6.0,44
7.0,25
8.0,22
9.0,38
10.0,35
11.0,30
12.0,38
13.0,21
14.0,34
15.0,62
16.0,58
17.0,91
18.0,110
19.0,135
20.0,214
21.0,173
22.0,126
23.0,99
24.0,78
25.0,90
26.0,148
27.0,116
28.0,113
29.0,89
30.0,92
31.0,74
32.0,50
33.0,39
34.0,25
35.0,171
36.0,95
37.0,56
38.0,60
39.0,63
40.0,54
41.0,95
42.0,109
43.0,86
44.0,79
45.0,55
46.0,64
47.0,85
48.0,68
49.0,80
50.0,60
51.0,80
52.0,110
After Lap,1596
