Lap_Label,Comment_Count
Before Lap,21
1.0,15
2.0,47
3.0,31
4.0,14
5.0,19
6.0,40
7.0,48
8.0,23
9.0,33
10.0,63
11.0,66
12.0,78
13.0,84
14.0,51
15.0,70
16.0,37
17.0,113
18.0,89
19.0,75
20.0,68
21.0,27
22.0,26
23.0,24
24.0,36
25.0,49
26.0,37
27.0,87
28.0,50
29.0,158
30.0,130
31.0,56
32.0,51
33.0,82
34.0,57
35.0,21
36.0,25
37.0,44
38.0,40
39.0,76
40.0,60
41.0,31
42.0,32
43.0,60
44.0,19
45.0,33
46.0,16
47.0,42
48.0,64
49.0,32
50.0,69
After Lap,768
